Number,areaaName,attaackNature,MartyrsNumber,Date
968,Pakpattan,Terrorist Attack,5,"August 10, 2021"
969,Vehari,Terrorist Attack,6,"August 10, 2021"
970,Khanpur,Terrorist Attack,7,"July 6, 2021"
971,Jaranwala,Terrorist Attack,8,"June 11, 2021"
972,Gojra,Terrorist Attack,9,"June 6, 2021"
973,Barnala,Terrorist Attack,11,"June 5, 2021"
974,Moga,Terrorist Attack,12,"May 8, 2021"
975,Sunam,Terrorist Attack,19,"April 28, 2021"
976,Pattoki,Terrorist Attack,8,"April 13, 2021"
977,Barnala,Terrorist Attack,7,"March 29, 2021"
978,Moga,Terrorist Attack,6,"March 6, 2021"
979,Sunam,Terrorist Attack,5,"February 26, 2021"
980,Pattoki,Terrorist Attack,22,"February 24, 2021"
981,Barnala,Terrorist Attack,11,"February 20, 2021"
982,Batala,Terrorist Attack,1,"February 10, 2021"
983,Taxila,Terrorist Attack,2,"February 7, 2021"
984,Kamoke,Terrorist Attack,3,"January 18, 2021"
985,Kasur,Terrorist Attack,4,"January 10, 2021"
986,Sarghoda,Terrorist Attack,11,"January 9, 2021"
987,Sahiwal,Terrorist Attack,16,"January 9, 2021"
988,Amritsar,Terrorist Attack,17,"January 8, 2021"
989,Okara,Terrorist Attack,9,"January 7, 2021"
990,Muzaffarghar,Terrorist Attack,7,"January 7, 2021"
991,Rahim Yar Khan,Terrorist Attack,5,"January 6, 2021"
992,Jalandar,Terrorist Attack,4,"January 5, 2021"
993,kapurthala,Terrorist Attack,11,"January 5, 2021"
994,Bahawalnagar,Terrorist Attack,13,"December 27, 2020"
995,Pakpattan,Terrorist Attack,12,"December 12, 2020"
996,Vehari,Terrorist Attack,11,"December 11, 2020"
997,Khanpur,Terrorist Attack,10,"December 11, 2020"
998,Jaranwala,Terrorist Attack,9,"December 11, 2020"
999,Gojra,Terrorist Attack,8,"November 27, 2020"
1000,Barnala,Terrorist Attack,7,"November 24, 2020"
1001,Moga,Terrorist Attack,11,"November 22, 2020"
1002,Gojra,Terrorist Attack,11,"November 21, 2020"
1003,Barnala,Terrorist Attack,12,"November 17, 2020"
1004,Moga,Terrorist Attack,13,"November 15, 2020"
1005,Sunam,Terrorist Attack,14,"November 14, 2020"
1006,Pattoki,Terrorist Attack,15,"November 14, 2020"
1007,Barnala,Terrorist Attack,16,"November 14, 2020"
1008,Moga,Terrorist Attack,17,"October 27, 2020"
1009,Sunam,Terrorist Attack,18,"October 25, 2020"
1010,Pattoki,Terrorist Attack,19,"October 25, 2020"
1011,Barnala,Terrorist Attack,9,"October 25, 2020"
1012,Taxila,Terrorist Attack,8,"October 25, 2020"
1013,Kamoke,Terrorist Attack,7,"October 25, 2020"
1014,Kasur,Terrorist Attack,6,"October 23, 2020"
1015,Sarghoda,Terrorist Attack,5,"October 23, 2020"
1016,Sahiwal,Terrorist Attack,4,"October 19, 2020"
1017,Amritsar,Terrorist Attack,10,"October 13, 2020"
1018,Okara,Terrorist Attack,9,"October 10, 2020"
1019,Muzaffarghar,Terrorist Attack,8,"October 8, 2020"
1020,Rahim Yar Khan,Terrorist Attack,7,"September 5, 2020"
1021,Jalandar,Terrorist Attack,6,"August 25, 2020"
1022,kapurthala,Terrorist Attack,5,"August 24, 2020"
1023,Bahawalnagar,Terrorist Attack,4,"August 21, 2020"
1024,Pakpattan,Terrorist Attack,3,"August 12, 2020"
1025,Vehari,Terrorist Attack,2,"July 26, 2020"
1026,Khanpur,Terrorist Attack,1,"July 8, 2020"
1027,Jaranwala,Terrorist Attack,1,"July 1, 2020"
1028,Gojra,Terrorist Attack,2,"June 30, 2020"
1029,Barnala,Terrorist Attack,3,"June 29, 2020"
1030,Moda,Terrorist Attack,4,"June 29, 2020"
1031,Sunam,Terrorist Attack,5,"June 21, 2020"
1032,Barnala,Terrorist Attack,6,"June 20, 2020"
1033,Moga,Terrorist Attack,7,"June 20, 2020"
1034,Sunam,Terrorist Attack,8,"June 9, 2020"
1035,Pattoki,Terrorist Attack,9,"March 25, 2020"
1036,Barnala,Terrorist Attack,11,"February 29, 2020"
1037,Taxila,Terrorist Attack,1,"February 23, 2020"
1038,Kamoke,Terrorist Attack,13,"February 23, 2020"
1039,Kasur,Terrorist Attack,14,"February 15, 2020"
1040,Sarghoda,Terrorist Attack,15,"January 14, 2020"
1041,Sahiwal,Terrorist Attack,16,"December 31, 2019"
1042,Amritsar,Terrorist Attack,17,"December 30, 2019"
1043,Okara,Terrorist Attack,18,"December 30, 2019"
1044,Muzaffarghar,Terrorist Attack,19,"December 28, 2019"
1045,Rahim Yar Khan,Terrorist Attack,9,"December 24, 2019"
1046,Jalandar,Terrorist Attack,8,"December 4, 2019"
1047,kapurthala,Terrorist Attack,7,"December 1, 2019"
1048,Bahawalnagar,Terrorist Attack,5,"November 14, 2019"
1049,Pakpattan,Terrorist Attack,5,"October 26, 2019"
1050,Vehari,Terrorist Attack,4,"October 20, 2019"
1051,Khanpur,Terrorist Attack,5,"October 20, 2019"
1052,Jaranwala,Terrorist Attack,2,"September 30, 2019"
1053,Gojra,Terrorist Attack,11,"September 27, 2019"
1054,Barnala,Terrorist Attack,12,"September 20, 2019"
1055,Moda,Terrorist Attack,3,"September 16, 2019"
1056,Sunam,Terrorist Attack,4,"September 16, 2019"
1057,Barnala,Terrorist Attack,15,"September 9, 2019"
1058,Moga,Terrorist Attack,16,"August 28, 2019"
1059,Sunam,Terrorist Attack,17,"August 19, 2019"
1060,Barnala,Terrorist Attack,8,"August 14, 2019"
1061,Taxila,Terrorist Attack,9,"August 12, 2019"
1062,Kamoke,Terrorist Attack,11,"August 5, 2019"
1063,Kasur,Terrorist Attack,10,"July 29, 2019"
1064,Sarghoda,Terrorist Attack,11,"July 27, 2019"
1065,Sahiwal,Terrorist Attack,12,"July 27, 2019"
1066,Amritsar,Terrorist Attack,13,"July 16, 2019"
1067,Okara,Terrorist Attack,14,"July 8, 2019"
1068,Muzaffarghar,Terrorist Attack,15,"July 6, 2019"
1069,Rahim Yar Khan,Terrorist Attack,16,"June 24, 2019"
1070,Jalandar,Terrorist Attack,17,"June 19, 2019"
1071,kapurthala,Terrorist Attack,18,"June 18, 2019"
1072,Bahawalnagar,Terrorist Attack,19,"June 17, 2019"
1073,Pakpattan,Terrorist Attack,9,"June 14, 2019"
1074,Vehari,Terrorist Attack,8,"June 14, 2019"
1075,Khanpur,Terrorist Attack,7,"June 12, 2019"
1076,Jaranwala,Terrorist Attack,6,"June 10, 2019"
1077,Gojra,Terrorist Attack,5,"June 9, 2019"
1078,Barnala,Terrorist Attack,4,"June 7, 2019"
1079,Moda,Terrorist Attack,3,"June 5, 2019"
1080,Sunam,Terrorist Attack,2,"June 3, 2019"
1081,Barnala,Terrorist Attack,1,"June 1, 2019"
1082,Moga,Terrorist Attack,3,"May 30, 2019"
1083,Sunam,Terrorist Attack,4,"May 29, 2019"
1084,Barnala,Terrorist Attack,11,"May 28, 2019"
1085,Taxila,Terrorist Attack,12,"May 28, 2019"
1086,Kamoke,Terrorist Attack,13,"May 27, 2019"
1087,Kasur,Terrorist Attack,15,"May 24, 2019"
1088,Sarghoda,Terrorist Attack,16,"May 23, 2019"
1089,Sahiwal,Terrorist Attack,14,"May 15, 2019"
1090,Amritsar,Terrorist Attack,18,"May 13, 2019"
1091,Okara,Terrorist Attack,22,"May 6, 2019"
1092,Muzaffarghar,Terrorist Attack,3,"May 3, 2019"
1093,Rahim Yar Khan,Terrorist Attack,4,"May 2, 2019"
1094,Jalandar,Terrorist Attack,5,"May 1, 2019"
1095,kapurthala,Terrorist Attack,6,"May 1, 2019"
1096,Bahawalnagar,Terrorist Attack,7,"April 30, 2019"
1097,Pakpattan,Terrorist Attack,9,"April 29, 2019"
1098,Vehari,Terrorist Attack,10,"April 29, 2019"
1099,Khanpur,Terrorist Attack,9,"April 29, 2019"
1100,Jaranwala,Terrorist Attack,8,"April 28, 2019"
1101,Gojra,Terrorist Attack,7,"April 26, 2019"
1102,Peshawar,Terrorist Attack,6,"April 22, 2019"
1103,Swabi,Terrorist Attack,11,"April 21, 2019"
1104,Mardan,Terrorist Attack,12,"April 16, 2019"
1105,Kohat,Terrorist Attack,13,"April 13, 2019"
1106,Mingora,Terrorist Attack,14,"April 6, 2019"
1107,Dera Ismail Khan,Terrorist Attack,15,"April 4, 2019"
1108,Abbottabad,Terrorist Attack,16,"March 30, 2019"
1109,Nowshera,Terrorist Attack,17,"March 30, 2019"
1110,Mansehra,Terrorist Attack,18,"March 23, 2019"
1111,Bannu,Terrorist Attack,19,"March 22, 2019"
1112,Chitral,Terrorist Attack,11,"March 22, 2019"
1113,Hangu,Terrorist Attack,10,"March 22, 2019"
1114,Charsadda,Terrorist Attack,9,"March 22, 2019"
1115,Haripur,Terrorist Attack,8,"March 21, 2019"
1116,Karak,Terrorist Attack,7,"March 21, 2019"
1117,Kabal,Terrorist Attack,6,"March 20, 2019"
1118,Zaida,Terrorist Attack,13,"March 20, 2019"
1119,Dargai,Terrorist Attack,15,"March 18, 2019"
1120,Daggar,Terrorist Attack,16,"March 18, 2019"
1121,Sadda,Terrorist Attack,3,"March 17, 2019"
1122,Topi,Terrorist Attack,4,"March 17, 2019"
1123,Naran,Terrorist Attack,5,"March 17, 2019"
1124,Swat,Terrorist Attack,2,"March 17, 2019"
1125,Upper Dir,Terrorist Attack,11,"March 17, 2019"
1126,Lower Dir,Terrorist Attack,13,"March 16, 2019"
1127,Jandrai,Terrorist Attack,19,"March 16, 2019"
1128,Jamrud,Terrorist Attack,8,"March 15, 2019"
1129,Peshawar,Terrorist Attack,7,"March 15, 2019"
1130,Swabi,Terrorist Attack,6,"March 15, 2019"
1131,Mardan,Terrorist Attack,5,"March 15, 2019"
1132,Kohat,Terrorist Attack,12,"March 7, 2019"
1133,Mingora,Terrorist Attack,13,"March 6, 2019"
1134,Mingora,Terrorist Attack,14,"March 5, 2019"
1135,Dera Ismail Khan,Terrorist Attack,15,"March 4, 2019"
1136,Abbottabad,Terrorist Attack,11,"March 1, 2019"
1137,Nowshera,Terrorist Attack,10,"March 1, 2019"
1138,Mansehra,Terrorist Attack,9,"February 28, 2019"
1139,Bannu,Terrorist Attack,8,"February 28, 2019"
1140,Chitral,Terrorist Attack,7,"February 20, 2019"
1141,Hangu,Terrorist Attack,11,"February 18, 2019"
1142,Charsadda,Terrorist Attack,14,"February 10, 2019"
1143,Haripur,Terrorist Attack,16,"February 1, 2019"
1144,Karak,Terrorist Attack,18,"January 29, 2019"
1145,Kabal,Terrorist Attack,17,"January 29, 2019"
1146,Zaida,Terrorist Attack,5,"January 19, 2019"
1147,Dargai,Terrorist Attack,6,"January 16, 2019"
1148,Daggar,Terrorist Attack,7,"January 16, 2019"
1149,Sadda,Terrorist Attack,8,"January 16, 2019"
1150,Topi,Terrorist Attack,12,"January 14, 2019"
1151,Naran,Terrorist Attack,13,"January 14, 2019"
1152,Swat,Terrorist Attack,14,"January 12, 2019"
1153,Upper Dir,Terrorist Attack,15,"January 7, 2019"
1154,Lower Dir,Terrorist Attack,16,"December 29, 2018"
1155,Jandrai,Terrorist Attack,11,"December 29, 2018"
1156,Jamrud,Terrorist Attack,17,"December 26, 2018"
1157,Peshawar,Terrorist Attack,18,"December 24, 2018"
1158,Swabi,Terrorist Attack,19,"December 20, 2018"
1159,Mardan,Terrorist Attack,7,"December 17, 2018"
1160,Kohat,Terrorist Attack,5,"December 15, 2018"
1161,Mingora,Terrorist Attack,4,"December 10, 2018"
1162,Dera Ismail Khan,Terrorist Attack,11,"December 7, 2018"
1163,Abbottabad,Terrorist Attack,12,"December 6, 2018"
1164,Nowshera,Terrorist Attack,14,"December 6, 2018"
1165,Mansehra,Terrorist Attack,15,"December 1, 2018"
1166,Bannu,Terrorist Attack,17,"November 29, 2018"
1167,Chitral,Terrorist Attack,7,"November 23, 2018"
1168,Hangu,Terrorist Attack,8,"November 18, 2018"
1169,Charsadda,Terrorist Attack,9,"November 14, 2018"
1170,Haripur,Terrorist Attack,4,"November 13, 2018"
1171,Karak,Terrorist Attack,5,"November 9, 2018"
1172,Kabal,Terrorist Attack,6,"October 17, 2018"
1173,Zaida,Terrorist Attack,11,"October 16, 2018"
1174,Dargai,Terrorist Attack,10,"October 15, 2018"
1175,Daggar,Terrorist Attack,9,"October 9, 2018"
1176,Sadda,Terrorist Attack,8,"October 1, 2018"
1177,Topi,Terrorist Attack,7,"September 23, 2018"
1178,Naran,Terrorist Attack,6,"September 22, 2018"
1179,Swat,Terrorist Attack,5,"September 14, 2018"
1180,Upper Dir,Terrorist Attack,11,"September 13, 2018"
1181,Lower Dir,Terrorist Attack,11,"September 13, 2018"
1182,Jandrai,Terrorist Attack,12,"September 13, 2018"
1183,Jamrud,Terrorist Attack,1,"September 10, 2018"
1184,Peshawar,Terrorist Attack,2,"September 10, 2018"
1185,Swabi,Terrorist Attack,3,"September 10, 2018"
1186,Mardan,Terrorist Attack,4,"September 10, 2018"
1187,Dera Ismail Khan,Terrorist Attack,5,"September 3, 2018"
1188,Kohat,Terrorist Attack,6,"September 2, 2018"
1189,Mardan,Terrorist Attack,7,"August 31, 2018"
1190,Mingora,Terrorist Attack,8,"August 27, 2018"
1191,Abbottabad,Terrorist Attack,9,"August 23, 2018"
1192,Nowshera,Terrorist Attack,11,"August 21, 2018"
1193,Mansehra,Terrorist Attack,10,"August 17, 2018"
1194,Bannu,Terrorist Attack,12,"August 14, 2018"
1195,Chitral,Terrorist Attack,13,"August 12, 2018"
1196,Hangu,Terrorist Attack,14,"August 3, 2018"
1197,Charsadda,Terrorist Attack,15,"August 2, 2018"
1198,Haripur,Terrorist Attack,16,"July 24, 2018"
1199,Karak,Terrorist Attack,17,"July 20, 2018"
1200,Kabal,Terrorist Attack,18,"July 17, 2018"
1201,Zaida,Terrorist Attack,19,"July 16, 2018"
1202,Dargai,Terrorist Attack,20,"July 15, 2018"
1203,Daggar,Terrorist Attack,9,"July 15, 2018"
1204,Sadda,Terrorist Attack,8,"July 13, 2018"
1205,Topi,Terrorist Attack,7,"July 13, 2018"
1206,Naran,Terrorist Attack,6,"July 13, 2018"
1207,Swat,Terrorist Attack,5,"July 7, 2018"
1208,Upper Dir,Terrorist Attack,4,"July 2, 2018"
1209,Lower Dir,Terrorist Attack,3,"July 1, 2018"
1210,Jandrai,Terrorist Attack,2,"June 29, 2018"
1211,Jamrud,Terrorist Attack,1,"June 18, 2018"
1212,Peshawar,Terrorist Attack,11,"June 15, 2018"
1213,Swabi,Terrorist Attack,12,"June 14, 2018"
1214,Mardan,Terrorist Attack,13,"June 12, 2018"
1215,Dera Ismail Khan,Terrorist Attack,14,"June 8, 2018"
1216,Kohat,Terrorist Attack,15,"June 7, 2018"
1217,Mardan,Terrorist Attack,16,"June 5, 2018"
1218,Mingora,Terrorist Attack,17,"June 4, 2018"
1219,Abbottabad,Terrorist Attack,18,"June 4, 2018"
1220,Nowshera,Terrorist Attack,19,"June 2, 2018"
1221,Mansehra,Terrorist Attack,9,"May 29, 2018"
1222,Bannu,Terrorist Attack,8,"May 25, 2018"
1223,Chitral,Terrorist Attack,7,"May 22, 2018"
1224,Hangu,Terrorist Attack,7,"May 22, 2018"
1225,Charsadda,Terrorist Attack,7,"May 17, 2018"
1226,Haripur,Terrorist Attack,7,"May 17, 2018"
1227,Karak,Terrorist Attack,5,"May 13, 2018"
1228,Kabal,Terrorist Attack,4,"May 3, 2018"
1229,Zaida,Terrorist Attack,3,"May 2, 2018"
1230,Dargai,Terrorist Attack,2,"April 26, 2018"
1231,Daggar,Terrorist Attack,2,"April 24, 2018"
1232,Sadda,Terrorist Attack,1,"April 8, 2018"
1233,Topi,Terrorist Attack,6,"April 8, 2018"
1234,Naran,Terrorist Attack,8,"April 7, 2018"
1235,Swat,Terrorist Attack,9,"April 6, 2018"
1236,Upper Dir,Terrorist Attack,4,"April 5, 2018"
1237,Lower Dir,Terrorist Attack,2,"April 2, 2018"
1238,Jandrai,Terrorist Attack,1,"April 1, 2018"
1239,Jamrud,Terrorist Attack,6,"March 30, 2018"
1240,Peshawar,Terrorist Attack,7,"March 28, 2018"
1241,Swabi,Terrorist Attack,1,"March 25, 2018"
1242,Mardan,Terrorist Attack,2,"March 24, 2018"
1243,Dera Ismail Khan,Terrorist Attack,3,"March 24, 2018"
1244,Kohat,Terrorist Attack,9,"March 23, 2018"
1245,Mardan,Terrorist Attack,8,"March 17, 2018"
1246,Mingora,Terrorist Attack,6,"March 13, 2018"
1247,Abbottabad,Terrorist Attack,5,"March 6, 2018"
1248,Nowshera,Terrorist Attack,4,"February 28, 2018"
1249,Mansehra,Terrorist Attack,3,"February 28, 2018"
1250,Bannu,Terrorist Attack,2,"February 28, 2018"
1251,Chitral,Terrorist Attack,3,"February 26, 2018"
1252,Hangu,Terrorist Attack,4,"February 26, 2018"
1253,Charsadda,Terrorist Attack,5,"February 25, 2018"
1254,Haripur,Terrorist Attack,7,"February 24, 2018"
1255,Karak,Terrorist Attack,11,"February 18, 2018"
1256,Kabal,Terrorist Attack,12,"February 16, 2018"
1257,Zaida,Terrorist Attack,13,"February 14, 2018"
1258,Dargai,Terrorist Attack,14,"February 13, 2018"
1259,Daggar,Terrorist Attack,15,"February 11, 2018"
1260,Sadda,Terrorist Attack,16,"February 10, 2018"
1261,Topi,Terrorist Attack,17,"February 9, 2018"
1262,Naran,Terrorist Attack,18,"February 9, 2018"
1263,Swat,Terrorist Attack,12,"February 4, 2018"
1264,Upper Dir,Terrorist Attack,11,"February 4, 2018"
1265,Lower Dir,Terrorist Attack,10,"January 28, 2018"
1266,Jandrai,Terrorist Attack,9,"January 27, 2018"
1267,Jamrud,Terrorist Attack,8,"January 25, 2018"
1268,Peshawar,Terrorist Attack,7,"January 23, 2018"
1269,Swabi,Terrorist Attack,6,"January 22, 2018"
1270,Mardan,Terrorist Attack,5,"January 22, 2018"
1271,Dera Ismail Khan,Terrorist Attack,4,"January 21, 2018"
1272,Kohat,Terrorist Attack,2,"January 21, 2018"
1273,Mardan,Terrorist Attack,3,"January 21, 2018"
1274,Mingora,Terrorist Attack,1,"January 19, 2018"
1275,Abbottabad,Terrorist Attack,1,"January 19, 2018"
1276,Nowshera,Terrorist Attack,4,"January 18, 2018"
1277,Mansehra,Terrorist Attack,5,"January 16, 2018"
1278,Bannu,Terrorist Attack,6,"January 13, 2018"
1279,Chitral,Terrorist Attack,3,"January 11, 2018"
1280,Hangu,Terrorist Attack,7,"January 10, 2018"
1281,Charsadda,Terrorist Attack,8,"January 9, 2018"
1282,Haripur,Terrorist Attack,2,"January 8, 2018"
1283,Karak,Terrorist Attack,3,"January 7, 2018"
1284,Kabal,Terrorist Attack,9,"January 6, 2018"
1285,Zaida,Terrorist Attack,11,"January 5, 2018"
1286,Dargai,Terrorist Attack,18,"January 2, 2018"
1287,Daggar,Terrorist Attack,14,"January 2, 2018"
1288,Sadda,Terrorist Attack,17,"December 31, 2017"
1289,Topi,Terrorist Attack,4,"December 30, 2017"
1290,Naran,Terrorist Attack,3,"December 28, 2017"
1291,Swat,Terrorist Attack,7,"December 26, 2017"
1292,Upper Dir,Terrorist Attack,9,"December 25, 2017"
1293,Lower Dir,Terrorist Attack,11,"December 24, 2017"
1294,Jandrai,Terrorist Attack,1,"December 22, 2017"
1295,Jamrud,Terrorist Attack,2,"December 21, 2017"
1296,Peshawar,Terrorist Attack,12,"December 20, 2017"
1297,Swabi,Terrorist Attack,13,"December 19, 2017"
1298,Mardan,Terrorist Attack,14,"December 19, 2017"
1299,Dera Ismail Khan,Terrorist Attack,15,"December 18, 2017"
1300,Kohat,Terrorist Attack,17,"December 15, 2017"
1301,Mardan,Terrorist Attack,11,"December 11, 2017"
1302,Mingora,Terrorist Attack,12,"December 5, 2017"
1303,Abbottabad,Terrorist Attack,13,"December 4, 2017"
1304,Nowshera,Terrorist Attack,14,"November 25, 2017"
1305,Mansehra,Terrorist Attack,15,"November 24, 2017"
1306,Bannu,Terrorist Attack,1,"November 24, 2017"
1307,Chitral,Terrorist Attack,6,"November 22, 2017"
1308,Hangu,Terrorist Attack,7,"November 21, 2017"
1309,Charsadda,Terrorist Attack,8,"November 19, 2017"
1310,Haripur,Terrorist Attack,9,"November 13, 2017"
1311,Karak,Terrorist Attack,11,"November 9, 2017"
1312,Kabal,Terrorist Attack,12,"November 9, 2017"
1313,Zaida,Terrorist Attack,13,"November 4, 2017"
1314,Dargai,Terrorist Attack,14,"November 2, 2017"
1315,Daggar,Terrorist Attack,15,"November 2, 2017"
1316,Sadda,Terrorist Attack,16,"November 1, 2017"
1317,Topi,Terrorist Attack,17,"October 31, 2017"
1318,Naran,Terrorist Attack,18,"October 29, 2017"
1319,Swat,Terrorist Attack,19,"October 24, 2017"
1320,Upper Dir,Terrorist Attack,9,"October 23, 2017"
1321,Lower Dir,Terrorist Attack,8,"October 20, 2017"
1322,Jandrai,Terrorist Attack,7,"October 20, 2017"
1323,Jamrud,Terrorist Attack,6,"October 18, 2017"
1324,Peshawar,Terrorist Attack,5,"October 15, 2017"
1325,Swabi,Terrorist Attack,12,"October 14, 2017"
1326,Mardan,Terrorist Attack,13,"October 12, 2017"
1327,Dera Ismail Khan,Terrorist Attack,14,"October 11, 2017"
1328,Kohat,Terrorist Attack,15,"October 9, 2017"
1329,Mardan,Terrorist Attack,11,"October 7, 2017"
1330,Mingora,Terrorist Attack,6,"October 7, 2017"
1331,Abbottabad,Terrorist Attack,4,"October 7, 2017"
1332,Nowshera,Terrorist Attack,7,"October 5, 2017"
1333,Mansehra,Terrorist Attack,8,"October 5, 2017"
1334,Bannu,Terrorist Attack,9,"October 5, 2017"
1335,Chitral,Terrorist Attack,10,"October 3, 2017"
1336,Hangu,Terrorist Attack,9,"October 3, 2017"
1337,Charsadda,Terrorist Attack,8,"October 1, 2017"
1338,Haripur,Terrorist Attack,7,"September 24, 2017"
1339,Karak,Terrorist Attack,6,"September 21, 2017"
1340,Kabal,Terrorist Attack,5,"September 20, 2017"
1341,Zaida,Terrorist Attack,4,"September 18, 2017"
1342,Dargai,Terrorist Attack,11,"September 18, 2017"
1343,Daggar,Terrorist Attack,12,"September 17, 2017"
1344,Sadda,Terrorist Attack,13,"September 16, 2017"
1345,Topi,Terrorist Attack,14,"September 15, 2017"
1346,Naran,Terrorist Attack,15,"September 15, 2017"
1347,Swat,Terrorist Attack,16,"September 15, 2017"
1348,Upper Dir,Terrorist Attack,17,"September 14, 2017"
1349,Lower Dir,Terrorist Attack,18,"September 13, 2017"
1350,Jandrai,Terrorist Attack,19,"September 13, 2017"
1351,Jamrud,Terrorist Attack,9,"September 12, 2017"
1352,Peshawar,Terrorist Attack,7,"September 10, 2017"
1353,Swabi,Terrorist Attack,6,"September 10, 2017"
1354,Mardan,Terrorist Attack,8,"September 10, 2017"
1355,Dera Ismail Khan,Terrorist Attack,5,"September 9, 2017"
1356,Kohat,Terrorist Attack,4,"September 6, 2017"
1357,Mardan,Terrorist Attack,3,"September 2, 2017"
1358,Mingora,Terrorist Attack,11,"September 1, 2017"
1359,Abbottabad,Terrorist Attack,12,"September 1, 2017"
1360,Nowshera,Terrorist Attack,14,"August 31, 2017"
1361,Bannu,Terrorist Attack,15,"August 30, 2017"
1362,Chitral,Terrorist Attack,16,"August 30, 2017"
1363,Hangu,Terrorist Attack,2,"August 30, 2017"
1364,Charsadda,Terrorist Attack,3,"August 29, 2017"
1365,Haripur,Terrorist Attack,4,"August 28, 2017"
1366,Karak,Terrorist Attack,5,"August 27, 2017"
1367,Kabal,Terrorist Attack,6,"August 27, 2017"
1368,Zaida,Terrorist Attack,7,"August 26, 2017"
1369,Dargai,Terrorist Attack,7,"August 26, 2017"
1370,Daggar,Terrorist Attack,8,"August 25, 2017"
1371,Sadda,Terrorist Attack,9,"August 24, 2017"
1372,Topi,Terrorist Attack,10,"August 24, 2017"
1373,Naran,Terrorist Attack,9,"August 23, 2017"
1374,Swat,Terrorist Attack,8,"August 22, 2017"
1375,Lower Dir,Terrorist Attack,11,"August 21, 2017"
1376,Upper Dir,Terrorist Attack,12,"August 20, 2017"
1377,Jandrai,Terrorist Attack,14,"August 19, 2017"
1378,Jamrud,Terrorist Attack,15,"August 19, 2017"
1379,Peshawar,Terrorist Attack,16,"August 18, 2017"
1380,Swabi,Terrorist Attack,12,"August 18, 2017"
1381,Mardan,Terrorist Attack,13,"August 11, 2017"
1382,Dera Ismail Khan,Terrorist Attack,11,"August 9, 2017"
1383,Kohat,Terrorist Attack,15,"August 6, 2017"
1384,Mardan,Terrorist Attack,16,"August 2, 2017"
1385,Mingora,Terrorist Attack,7,"August 2, 2017"
1386,Abbottabad,Terrorist Attack,8,"July 29, 2017"
1387,Nowshera,Terrorist Attack,9,"July 26, 2017"
1388,Bannu,Terrorist Attack,12,"July 25, 2017"
1389,Chitral,Terrorist Attack,11,"July 25, 2017"
1390,Hangu,Terrorist Attack,14,"July 24, 2017"
1391,Charsadda,Terrorist Attack,16,"July 8, 2017"
1392,Haripur,Terrorist Attack,18,"July 2, 2017"
1393,Karak,Terrorist Attack,7,"July 1, 2017"
1394,Kabal,Terrorist Attack,8,"June 23, 2017"
1395,Zaida,Terrorist Attack,9,"June 23, 2017"
1396,Dargai,Terrorist Attack,12,"June 22, 2017"
1397,Daggar,Terrorist Attack,11,"June 20, 2017"
1398,Sadda,Terrorist Attack,1,"June 20, 2017"
1399,Topi,Terrorist Attack,1,"June 15, 2017"
1400,Naran,Terrorist Attack,11,"June 9, 2017"
1401,Upper Dir,Terrorist Attack,14,"June 7, 2017"
1402,Lower Dir,Terrorist Attack,15,"June 6, 2017"
1403,Swat,Terrorist Attack,16,"June 6, 2017"
1404,Jandrai,Terrorist Attack,17,"June 5, 2017"
1405,Jamrud,Terrorist Attack,18,"June 3, 2017"
1406,Peshawar,Terrorist Attack,19,"May 25, 2017"
1407,Swabi,Terrorist Attack,9,"May 25, 2017"
1408,Mardan,Terrorist Attack,8,"May 23, 2017"
1409,Dera Ismail Khan,Terrorist Attack,7,"May 23, 2017"
1410,Kohat,Terrorist Attack,6,"May 19, 2017"
1411,Mardan,Terrorist Attack,5,"May 11, 2017"
1412,Mingora,Terrorist Attack,4,"May 9, 2017"
1413,Abbottabad,Terrorist Attack,3,"May 2, 2017"
1414,Nowshera,Terrorist Attack,2,"April 21, 2017"
1415,Bannu,Terrorist Attack,1,"April 21, 2017"
1416,Chitral,Terrorist Attack,1,"April 18, 2017"
1417,Hangu,Terrorist Attack,2,"April 15, 2017"
1418,Charsadda,Terrorist Attack,3,"April 13, 2017"
1419,Haripur,Terrorist Attack,4,"April 12, 2017"
1420,Karak,Terrorist Attack,7,"April 12, 2017"
1421,Kabal,Terrorist Attack,8,"April 11, 2017"
1422,Zaida,Terrorist Attack,9,"April 11, 2017"
1423,Dargai,Terrorist Attack,5,"April 10, 2017"
1424,Daggar,Terrorist Attack,4,"April 7, 2017"
1425,Sadda,Terrorist Attack,6,"April 5, 2017"
1426,Topi,Terrorist Attack,3,"April 2, 2017"
1427,Naran,Terrorist Attack,8,"April 2, 2017"
1428,Upper Dir,Terrorist Attack,9,"March 31, 2017"
1429,Lower Dir,Terrorist Attack,5,"March 26, 2017"
1430,Swat,Terrorist Attack,6,"March 26, 2017"
1431,Jandrai,Terrorist Attack,7,"March 24, 2017"
1432,Jamrud,Terrorist Attack,4,"March 24, 2017"
1433,Peshawar,Terrorist Attack,3,"March 23, 2017"
1434,Swabi,Terrorist Attack,12,"March 22, 2017"
1435,Mardan,Terrorist Attack,13,"March 21, 2017"
1436,Dera Ismail Khan,Terrorist Attack,14,"March 17, 2017"
1437,Kohat,Terrorist Attack,15,"March 13, 2017"
1438,Mardan,Terrorist Attack,16,"March 8, 2017"
1439,Mingora,Terrorist Attack,17,"March 6, 2017"
